texto_conversacion,intencion_consenso,intencion_heuristica_baseline,fuente,fecha,estado_crm,etiqueta_crm
"ETIQUETA: Email inválido | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes quiero realizar macetas en concreto disponen de pigmentos que me puedan servir? Que tipo de concreto me recomendaría? Ase | NOTAS: Necesita información sobre que material puede usar para macetas de concreto, se le envió información general y catálogos",INF,INF,CRM2,06/09/2023,Contactado,Email inválido
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envia presentacion y catalogos,INF,INF,CRM1,03/05/2023,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo,se envió información y presentación",INF,INF,CRM1,22/02/2023,Contactado,Envio masivo whasapp
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO ENDURECEDOR,INF,INF,CRM2,06/02/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250326-WA0022.jpg (archivo adjunto),,INF,WhatsApp,26/3/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: el envió información general y catálogos,INF,INF,CRM2,09/11/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Muy buenas tardes compañeros y muchas gracias a los señores de ROCKTEC  por tomarnos en cuenta,INF,INF,WhatsApp,17/2/2025,,
CIUDAD: Quito | MENSAJE: Por favor tiene un costo,COT,COT,WhatsApp,27/3/2026,,
CIUDAD: Quito | MENSAJE: Arq buenas noches el fondo blanco seria el mismo precio del fondo gris le pregunto por qué yo necesito para 225 M2 de fondo blanco,COT,COT,WhatsApp,17/2/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: PROSPECTO FERIA CLAVE, INF. MICROCEMENTO",INF,INF,CRM2,14/06/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250226-WA0037.jpg (archivo adjunto),,INF,WhatsApp,26/2/2025,,
CIUDAD: Loja | MENSAJE: Muy buenas tardes a los nuevos aplicadores de Rocktec se les da la bienvenida a nuestro grupo....,INF,INF,WhatsApp,26/8/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Requiero información de los moldes | NOTAS: se le envió información general,INF,INF,CRM2,09/08/2023,Contactado,Informacion General
CIUDAD: Cuenca | MENSAJE: Muchas gracias 🙌,INF,INF,WhatsApp,4/12/2025,,
CIUDAD: Loja | MENSAJE: ‎IMG-20260422-WA0002.jpg (archivo adjunto),,INF,WhatsApp,22/4/2026,,
"CIUDAD: Loja | MENSAJE: Buenas tardes. Por favor, me pueden ayudar con el precio del m2 de concreto estampado en paredes con oxidos y en estampado tipo piedra?",COT,COT,WhatsApp,6/1/2025,,
"ETIQUETA: Venta ganada, Email inválido | ESTADO: Venta ganada | NOTAS: YA SE REALIZO OBRA CON ELLOS",,INF,CRM1,14/06/2023,Venta ganada,"Venta ganada, Email inválido"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Marina, somos fabricantes de pigmento para cemento y microcemento, me gustaria contactar con tu departamento tecnico o de compras  | NOTAS: cliente interesado en proveernos de materiales como pigmentos, se le envio un email",INF,VEN,CRM2,15/03/2024,Contactado,Informacion General
"ETIQUETA: Informacion General, Email inválido | ESTADO: Contactado | CONSULTA: Buenos dias, me preguntaba si me podrian ayudar con una cotisacion por metro cuadrado para este producto. | NOTAS: INFO GENERAL",COT,INF,CRM2,08/05/2024,Contactado,"Informacion General, Email inválido"
"CIUDAD: Loja | MENSAJE: Saludos a todos , adjunto lista de precios de los kits de microcemento para aplicadores",COT,COT,WhatsApp,16/5/2024,,
"ETIQUETA: Cliente Derivado provincias, Informacion General | ESTADO: Contactado | NOTAS: CLIENTE DIRECCIONADO GYE 330M2 CE",INF,INF,CRM2,30/05/2024,Contactado,"Cliente Derivado provincias, Informacion General"
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envio información general",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: Necesita hacer un trabajo de concreto estampado en Cuenca",COT,COT,CRM2,21/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Quito | MENSAJE: Muy buenas tardes con todos sean bienvenidos al primer Grupo de Aplicadores 2025 de Rocktec,INF,INF,WhatsApp,17/2/2025,,
CIUDAD: Guayaquil | MENSAJE: Se eliminó este mensaje.,INF,INF,WhatsApp,5/3/2026,,
CIUDAD: Quito | MENSAJE: Se eliminó este mensaje.,INF,INF,WhatsApp,14/5/2025,,
"CIUDAD: Loja | MENSAJE: Buenas tardes, por favor me pueden ayudar con algunos productos. Nadie contesta en ventas.",INF,INF,WhatsApp,17/12/2024,,
"CIUDAD: Quito | MENSAJE: Hola buen día,  muchas gracias la recomendación",INF,INF,WhatsApp,2/3/2026,,
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE INTERESADO EN ADITIVO - CLIENTE CONSTRUEX,TEC,SEG,CRM2,04/04/2024,En seguimiento,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: We at Proplus Exim are a leading manufacturer and exporter of construction equipment. Our expertise lies in developing advanced technology and infrastructure for construction equipment. We proudly ser | NOTAS: Se envia mensaje al cliente y se adjunta catlogo general de productos.,INF,INF,CRM2,06/12/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE INTERESADO EN LIMPIATEC - CLIENTE CONSTRUEX,INF,SEG,CRM2,04/04/2024,En seguimiento,Informacion General
ETIQUETA: Construex | ESTADO: Construex | CONSULTA: INTERESADO EN LIMPIADORES INDUSTRIALES,INF,INF,CRM2,22/08/2024,Construex,Construex
"ETIQUETA: Informacion General, Email inválido | ESTADO: Contactado | NOTAS: se envió información general y catálogos",,INF,CRM2,06/09/2023,Contactado,"Informacion General, Email inválido"
ETIQUETA: Email inválido | ESTADO: Contactado | NOTAS: compro microcemento para hacer prueba,,INF,CRM2,25/07/2023,Contactado,Email inválido
CIUDAD: Quito | MENSAJE: Luego lo sellas o lo dejas asi ?,INF,INF,WhatsApp,20/6/2025,,
CIUDAD: Quito | MENSAJE: Los precios de los kits son en cemento gris??,COT,COT,WhatsApp,17/2/2025,,
CIUDAD: Guayaquil | MENSAJE: ‎IMG-20260219-WA0000.jpg (archivo adjunto),,INF,WhatsApp,5/3/2026,,
"ETIQUETA: Indo sobre concreto estampado | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Venden tálvez los moldes para hacer diseños en cemento A | NOTAS: Se encia mensaje al cliente y se adjunta catalogo de Concreto Estampado.",INF,INF,CRM2,13/12/2024,Contactado,Indo sobre concreto estampado
CIUDAD: Quito | MENSAJE: Muchas gracias por lá bienvenida el entusiasmo y la actitud  de mi parte es lo que más entregaré.,INF,INF,WhatsApp,27/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días Marina, tengo una pared interior, subsuelo, con humedad, necesito saber si existe algún panel para cubrir esa pared? Asesor | NOTAS: paredes con humedad",INF,INF,CRM2,04/03/2024,Contactado,Informacion General
"CIUDAD: Quito | MENSAJE: va a depender si vas a utilizar o no malla y fondos ... de ser asi el costo apro material y mano de obra $ 25.00 mas iva , si no usas malla y fondo aprox $ 17.00 mas iva esto seria 3 manos de micro y sellado nada mas",COT,COT,WhatsApp,7/4/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: desea un kit de 5 microcemento para piso,INF,INF,CRM2,27/07/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: ‎PTT-20251220-WA0006.opus (archivo adjunto),,INF,WhatsApp,20/12/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes, Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: quisera consultar que precio tiene el endurecedor de co | NOTAS: INFO ENDURECEDOR DE COLOR",COT,COT,CRM2,12/09/2023,Contactado,Informacion General
ETIQUETA: Venta ganada | ESTADO: Contactado | NOTAS: ECO Y SELLO 15%,VEN,INF,CRM1,13/04/2023,Contactado,Venta ganada
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos días Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: quisiera cotizar el concreto estampado para exterior Aseso | NOTAS: Se envió información y catalogo general",COT,INF,CRM2,18/07/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Me ayuda con la ubicacion para poderme dirigirme gracias Asesor: Cual es tu nombre? Cliente: Julio Guacollante Asesor: Excelente Julio. | NOTAS: el cliente desea visitar nuestras oficinas,se le envió la ubicación, esta interesado en moldes",INF,INF,CRM2,20/06/2024,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Nosotros cobramos entre 23 y 25 dol m2 cualquier acabado en paredes . Mas iva,COT,INF,WhatsApp,6/1/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO MENSAJE DE SOLICITUD DE MAESTROS se envió información del curso,CUR,CUR,CRM2,24/07/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Dónde puedo conseguir los productos del micro cemento? Asesor: Cual es tu nombre? Cliente: Angel Asesor: Excelente Angel. Yo me encargo | NOTAS: se envio informacion general",INF,INF,CRM2,17/06/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envió información por correo",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO LISTA PRECIOS,COT,COT,CRM2,10/11/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Necesito microcemento para 17 metros cuadrados Asesor: Cual es tu nombre? Cliente: Enrique Asesor: Excelente Enrique. Yo me encargo de ",INF,INF,CRM1,16/05/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: MICRO 5 M2,INF,INF,CRM2,22/08/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Los precios del ácido por favor Asesor: Cual es tu nombre? Cliente: Elizabeth Asesor: Excelente Elizabeth. Yo me encargo de ponerte en  | NOTAS: cliente interesado en ácidos, se envió información general y catálogos",COT,COT,CRM2,08/07/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: BUENAS DIAS Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Asesor: Sigues ahí? Cliente: estoy buscando pigmentos, negro y diox | NOTAS: info pigmentos",INF,INF,CRM2,15/05/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola buen día., estoy buscando un producto sellador a base de agua mate o semi mate, para una losa de hormigon de 25 m2 totalmente al e | NOTAS: se envio información general y catalogo",INF,INF,CRM2,18/06/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: Cliente interesado en microcemento - Cliente de Construex,INF,SEG,CRM2,03/04/2024,En seguimiento,Informacion General
CIUDAD: Manta | MENSAJE: Buenos días por favor tal vez algún aplicador en Los Ríos (Buena fé)??,INF,INF,WhatsApp,8/10/2025,,
CIUDAD: Manta | MENSAJE: Aún no hemos recibido la información por correo,INF,INF,WhatsApp,25/4/2024,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buena tardes Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Quisiera un kit para revestir un baño y ducha, leí que se | NOTAS: cliente duplicado",INF,INF,CRM2,05/06/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Trabajo de acabado en pardes | NOTAS: se envió información general y catalogo,INF,INF,CRM2,29/06/2024,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General, Asesoramiento Tecnico | ESTADO: En seguimiento | CONSULTA: Cotización de material para 2420m2 de Microcemento | NOTAS: 2420 M2 DE MICRO CONCORDIA",COT,COT,CRM2,26/01/2024,En seguimiento,"Cotizacion Materiales, Informacion General, Asesor"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envió información general y los catálogos,INF,INF,CRM2,04/08/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buen día, hace unos años realicé el curso de concreto decorativo con ustedes y me interesa realizar construcciones con su tipo de acabados, pero me es vital saber si ustedes poseen un sellador para pi | NOTAS: Se envió catalogo general",TEC,CUR,CRM2,08/07/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas nochs Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: por favor quisiera saber si tienen showroon en donde pued",INF,INF,CRM2,21/07/2024,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Cliente Frecuente | NOTAS: 380 M2 MICRO",COT,COT,CRM1,12/06/2023,Cliente Frecuente,"Cotizacion Materiales, Informacion General"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envia mensaje al cliente y se adjunta catlogo general de productos.,INF,INF,CRM2,07/10/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Información curso LOJA Numero repetido,CUR,CUR,CRM2,09/11/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO MICRO 100 M2,INF,INF,CRM2,15/08/2023,Contactado,Informacion General
"CIUDAD: Manta | MENSAJE: Perfecto, estoy a la orden",INF,INF,WhatsApp,2/4/2026,,
CIUDAD: Quito | MENSAJE: ‎STK-20260330-WA0023.webp (archivo adjunto),,INF,WhatsApp,30/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Marina. Fabrican pigmentos fotoluminiscentes??? Asesor: Cual es tu nombre? Cliente: Yoana Almaguer Asesor: Yo me encargo de ponert | NOTAS: Se envió información general catálogo de pigmentos.",INF,INF,CRM2,22/06/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos días me podría ayudar con el precio de la presentación de 5kg del pigmento en polvo para hormigones. Asesor: Cual es tu nombre?  | NOTAS: Se envio información general y catalogo",COT,COT,CRM2,13/07/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Erika le dio Cotización,COT,INF,CRM1,24/03/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Dispone de concreto para novalosa Asesor: Cual es tu nombre? Cliente: Jennifer Asesor: Excelente Jennifer. Yo me encargo de ponerte en ",INF,INF,CRM1,11/04/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250531-WA0005.jpg (archivo adjunto),,INF,WhatsApp,31/5/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: APLICADORA,INF,INF,CRM1,23/05/2023,Contactado,Informacion General
"ETIQUETA: Email - Numero inválido, Email inválido | ESTADO: numero no valido",,INF,CRM2,09/11/2023,numero no valido,"Email - Numero inválido, Email inválido"
"ETIQUETA: Informacion General | ESTADO: Nuevo | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: busco moldes para estampar concreto Asesor: Cual es tu nombre? Cliente: ll Asesor: Yo me encargo de ponerte en contacto con un asesor e",INF,INF,CRM1,15/05/2023,Nuevo,Informacion General
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envio información general y catalogo",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envio presentacion y catalogos jeva,,INF,CRM1,28/03/2023,Nuevo,Email - Numero inválido
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA,",INF,INF,CRM2,20/06/2024,Contactado,Informacion General
ETIQUETA: Venta ganada | ESTADO: Contactado | NOTAS: micro cemento para 60 m2 adicional óxidos y micro para hacer pruebas,VEN,INF,CRM2,21/11/2023,Contactado,Venta ganada
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: ARQUITECTOS,INF,INF,CRM2,29/05/2024,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Muy buenas tardes a los nuevos aplicadores de Rocktec se les da la bienvenida a nuestro grupo....,INF,INF,WhatsApp,26/8/2025,,
CIUDAD: Quito | MENSAJE: ‎IMG-20250326-WA0023.jpg (archivo adjunto),,INF,WhatsApp,26/3/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: ARQUITECTOS, se adjunta catálogo. SJ",INF,INF,CRM2,29/05/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20251201-WA0036.jpg (archivo adjunto),,INF,WhatsApp,1/12/2025,,
"CIUDAD: Cuenca | MENSAJE: Muy buenos dias estimados tengan un excelente Viernes por favor necesito un maestro aplicador en Cuenca, hay  alguien disponible por favor?????",INF,INF,WhatsApp,27/3/2026,,
"ETIQUETA: Guayas, Construex | ESTADO: Construex | CONSULTA: INTERESADA EN MICROCEMENTO PARA BAÑOS",INF,INF,CRM2,22/08/2024,Construex,"Guayas, Construex"
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: SE ENVIO CATALOGO Y PRESENTACION,,INF,CRM1,20/03/2023,Nuevo,Email - Numero inválido
ETIQUETA: Email inválido | ESTADO: Nuevo | NOTAS: se envió catalogo y presentación,,INF,CRM1,13/03/2023,Nuevo,Email inválido
CIUDAD: Cuenca | MENSAJE: Por favor traten de venir a las 8am para poder hacer los registros  con tiempo,INF,INF,WhatsApp,21/11/2025,,
CIUDAD: Quito | MENSAJE: Muchas gracias 👍🏻,INF,INF,WhatsApp,26/8/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches Marina, quisiera saber cual es el precio aproximado de mt2 de concreto estampado para pisos Asesor: Cual es tu nombre? Cl | NOTAS: C/E INFO GENERAL",COT,COT,CRM2,18/01/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola están en gye ? Asesor: Cual es tu nombre? Cliente: Lisseth guillen Asesor: Yo me encargo de ponerte en contacto con un asesor espe | NOTAS: información general y catálogos",INF,INF,CRM2,21/05/2024,Contactado,Informacion General
